"","topic","term","beta"
"3653",5,"response",0.000251414233666178
"3654",6,"response",0.00157601957970223
"3655",1,"rest",6.69266446303478e-05
"3656",2,"rest",0.000481908123437179
"3657",3,"rest",0.00108068398159496
"3658",4,"rest",6.33634142194451e-05
"3659",5,"rest",0.000119066241089519
"3660",6,"rest",0.000118117994107628
"3661",1,"result",3.20465810449127e-05
"3662",2,"result",0.00113630086935278
"3663",3,"result",0.000427180299395434
"3664",4,"result",0.0011975296322574
"3665",5,"result",0.00022890310346709
"3666",6,"result",0.000486531492245002
"3667",1,"return",0.000396888861467498
"3668",2,"return",0.00109747211429223
"3669",3,"return",0.000436081842986739
"3670",4,"return",0.000151471655085162
"3671",5,"return",0.000145809577340366
"3672",6,"return",0.000337028839759443
"3673",1,"rifle",0.000435699720786316
"3674",2,"rifle",5.59730504512908e-08
"3675",3,"rifle",1.07591632313048e-05
"3676",4,"rifle",0.00310122522742508
"3677",5,"rifle",0.000340238164308422
"3678",6,"rifle",0.000316476348052436
"3679",1,"right",0.000140024856515905
"3680",2,"right",0.000813717498565393
"3681",3,"right",0.00548275158727787
"3682",4,"right",0.00976504550757053
"3683",5,"right",0.00119318066398259
"3684",6,"right",0.000178929458339236
"3685",1,"rights",1.34449307508373e-10
"3686",2,"rights",0.00203791582699689
"3687",3,"rights",8.20077965298801e-06
"3688",4,"rights",0.0162260050212077
"3689",5,"rights",0.000113681094857656
"3690",6,"rights",1.61584035021576e-05
"3691",1,"risk",1.21302309830834e-06
"3692",2,"risk",0.00111448036337148
"3693",3,"risk",0.000217345196391495
"3694",4,"risk",0.0015960740783729
"3695",5,"risk",4.16922453137475e-05
"3696",6,"risk",0.001058925752765
"3697",1,"robert",0.000771063667931041
"3698",2,"robert",2.29917087142393e-05
"3699",3,"robert",0.000270918452313293
"3700",4,"robert",0.00128284825385703
"3701",5,"robert",0.00194894724723436
"3702",6,"robert",0.000880571529508196
"3703",1,"role",4.6832555631544e-09
"3704",2,"role",0.00126752986377493
"3705",3,"role",0.00127472774982298
"3706",4,"role",0.00139694187769599
"3707",5,"role",0.000640745133517862
"3708",6,"role",0.00069909974352121
"3709",1,"room",0.000797590833483807
"3710",2,"room",5.50230502886913e-05
"3711",3,"room",0.00195316997836876
"3712",4,"room",3.64219559067692e-06
"3713",5,"room",0.000169927795991948
"3714",6,"room",0.000207209691327779
"3715",1,"run",0.000730283919877686
"3716",2,"run",0.000227863965713476
"3717",3,"run",0.00134833430960393
"3718",4,"run",0.000227833818217962
"3719",5,"run",0.00268197803301868
"3720",6,"run",0.000162275404668797
"3721",1,"running",0.00135824682464094
"3722",2,"running",4.96923913729511e-06
"3723",3,"running",0.000737320196468383
"3724",4,"running",1.03952079473673e-05
"3725",5,"running",0.00372954937384467
"3726",6,"running",6.75778826054917e-07
"3727",1,"russia",4.64830938319618e-25
"3728",2,"russia",0.00469747803691438
"3729",3,"russia",1.05290435853215e-11
"3730",4,"russia",5.56857904925618e-15
"3731",5,"russia",0.00542083401335328
"3732",6,"russia",4.22644261999742e-13
"3733",1,"russian",0
"3734",2,"russian",0
"3735",3,"russian",0
"3736",4,"russian",0
"3737",5,"russian",0.0118272916736388
"3738",6,"russian",0
"3739",1,"safe",0.000395319375813638
"3740",2,"safe",1.74598548041965e-05
"3741",3,"safe",0.000409941109847546
"3742",4,"safe",0.000999541878912318
"3743",5,"safe",0.000123635556268061
"3744",6,"safe",0.00151079683843094
"3745",1,"safety",0.000513331897169265
"3746",2,"safety",8.49362477692969e-05
"3747",3,"safety",1.52703490649015e-05
"3748",4,"safety",0.00478659523990435
"3749",5,"safety",2.03692017258674e-07
"3750",6,"safety",0.00203614319611104
"3751",1,"san",0.00224180692406837
"3752",2,"san",0.000116737815059588
"3753",3,"san",0.000427826679925882
"3754",4,"san",0.000121165840791688
"3755",5,"san",0.000434140742635744
"3756",6,"san",0.00126057282173697
"3757",1,"saturday",0.00423024827622755
"3758",2,"saturday",1.87416443791342e-05
"3759",3,"saturday",0.000212860097349866
"3760",4,"saturday",5.65620833361916e-11
"3761",5,"saturday",0.000635302005931186
"3762",6,"saturday",6.767968687929e-06
"3763",1,"saw",0.00213936639762641
"3764",2,"saw",0.000211470618559084
"3765",3,"saw",0.00199430699099811
"3766",4,"saw",2.42358313241857e-05
"3767",5,"saw",1.88831229965149e-05
"3768",6,"saw",0.000287814523053165
"3769",1,"saying",0.00143444452476213
"3770",2,"saying",0.000959163488721753
"3771",3,"saying",0.00142211199813687
"3772",4,"saying",0.0015985131049995
"3773",5,"saying",0.00192750191737724
"3774",6,"saying",0.0021969273396274
"3775",1,"scene",0.00468344720969501
"3776",2,"scene",3.39602903928996e-18
"3777",3,"scene",0.000747079740157155
"3778",4,"scene",3.8649663963831e-20
"3779",5,"scene",1.81659975977914e-16
"3780",6,"scene",1.20663223131591e-09
"3781",1,"school",5.37762939496452e-09
"3782",2,"school",2.96958422674632e-10
"3783",3,"school",0.000429208111815749
"3784",4,"school",0.00146383006923939
"3785",5,"school",1.21064352383083e-05
"3786",6,"school",0.0213431068080024
"3787",1,"seat",0.000448431395065869
"3788",2,"seat",1.64912521381289e-10
"3789",3,"seat",0.000145240123512491
"3790",4,"seat",5.3655791179402e-05
"3791",5,"seat",0.00378426030302663
"3792",6,"seat",3.51851020597324e-12
"3793",1,"second",0.00142286434909197
"3794",2,"second",8.94575684459308e-05
"3795",3,"second",0.00171850547308817
"3796",4,"second",0.00689081865691539
"3797",5,"second",0.0015444189331404
"3798",6,"second",8.84903434692888e-08
"3799",1,"secretary",4.88589575496166e-08
"3800",2,"secretary",0.00245881151965865
"3801",3,"secretary",9.03113095173375e-10
"3802",4,"secretary",0.000414151537232917
"3803",5,"secretary",0.00318140536876087
"3804",6,"secretary",0.000124063496959138
"3805",1,"security",0.000396754097824036
"3806",2,"security",0.00647168052539793
"3807",3,"security",5.52301524258195e-10
"3808",4,"security",0.00102769069887328
"3809",5,"security",0.000317646034716736
"3810",6,"security",0.00540660723783476
"3811",1,"see",9.07394648862308e-05
"3812",2,"see",0.00140680955113424
"3813",3,"see",0.00702200834150998
"3814",4,"see",0.00118178886972271
"3815",5,"see",0.000968201161488721
"3816",6,"see",0.000478896831789101
"3817",1,"seeking",0.000497559652083857
"3818",2,"seeking",0.000957085978708016
"3819",3,"seeking",4.62346736413694e-05
"3820",4,"seeking",0.00115603879641331
"3821",5,"seeking",0.000925011415764171
"3822",6,"seeking",0.000370262473398422
"3823",1,"seem",2.98080568465829e-07
"3824",2,"seem",0.000416891384050658
"3825",3,"seem",0.00110533080914477
"3826",4,"seem",0.000784585135462436
"3827",5,"seem",0.000232399278590561
"3828",6,"seem",1.01217888586262e-07
"3829",1,"seemed",6.34074949365911e-07
"3830",2,"seemed",0.000350361903774126
"3831",3,"seemed",0.00152594566582308
"3832",4,"seemed",0.000123284380309699
"3833",5,"seemed",0.000123604585323894
"3834",6,"seemed",0.000318595153727125
"3835",1,"seems",3.25375464385659e-08
"3836",2,"seems",0.000805683107286211
"3837",3,"seems",0.00150350364242271
"3838",4,"seems",0.000107611574199774
"3839",5,"seems",0.000403864807004514
"3840",6,"seems",1.05757439526307e-07
"3841",1,"seen",0.00197002029838918
"3842",2,"seen",0.000869562499229695
"3843",3,"seen",0.0019276528496892
"3844",4,"seen",0.000494596597981926
"3845",5,"seen",0.00111772410045117
"3846",6,"seen",0.000406907282651395
"3847",1,"sen",4.18949880983626e-24
"3848",2,"sen",3.02895547994784e-10
"3849",3,"sen",2.59667870338371e-18
"3850",4,"sen",0.000633382454570826
"3851",5,"sen",0.00662943307656987
"3852",6,"sen",4.50915244332488e-10
"3853",1,"senate",7.20429897250786e-28
"3854",2,"senate",9.50621040144494e-08
"3855",3,"senate",3.4029585259859e-18
"3856",4,"senate",0.00129080223344495
"3857",5,"senate",0.00901586458835479
"3858",6,"senate",5.00747588464667e-16
"3859",1,"senior",0.000192927413764505
"3860",2,"senior",0.00255816228584569
"3861",3,"senior",2.30634971936069e-05
"3862",4,"senior",1.45226293133598e-05
"3863",5,"senior",0.000674313474454314
"3864",6,"senior",0.00104966586347303
"3865",1,"sense",1.84221613824731e-14
"3866",2,"sense",0.000188290571410957
"3867",3,"sense",0.00179926874197171
"3868",4,"sense",0.00135103358801475
"3869",5,"sense",2.02224185122811e-05
"3870",6,"sense",2.50294124338552e-07
"3871",1,"sent",0.000434169882044256
"3872",2,"sent",0.00105085518444048
"3873",3,"sent",0.000347042527258471
"3874",4,"sent",0.000547239125135727
"3875",5,"sent",0.000365133589583103
"3876",6,"sent",0.0027177879451388
"3877",1,"series",0.000298880813859066
"3878",2,"series",2.09319590545801e-05
"3879",3,"series",0.00271738517329828
"3880",4,"series",9.6566484750331e-05
"3881",5,"series",0.000161180218601005
"3882",6,"series",4.13829836560519e-05
"3883",1,"serious",0.000732014028258309
"3884",2,"serious",0.000788215703758389
"3885",3,"serious",0.000418028376882203
"3886",4,"serious",0.000602913910563456
"3887",5,"serious",0.00036834644702842
"3888",6,"serious",0.000364982339183723
"3889",1,"served",0.000359934612551977
"3890",2,"served",0.000455159392150461
"3891",3,"served",0.00032241857896644
"3892",4,"served",0.00156754945610559
"3893",5,"served",0.00098069352674961
"3894",6,"served",1.11454053562079e-05
"3895",1,"service",0.000579110409073741
"3896",2,"service",0.001400522289782
"3897",3,"service",0.000206750950061751
"3898",4,"service",0.000569266467444341
"3899",5,"service",0.000163402800182006
"3900",6,"service",0.00245566011906432
"3901",1,"services",0.000141999443581076
"3902",2,"services",0.0015322223096795
"3903",3,"services",2.35104025084968e-05
"3904",4,"services",0.000481182484928099
"3905",5,"services",4.37866818377719e-05
"3906",6,"services",0.00231596740001993
"3907",1,"set",0.00121590658246516
"3908",2,"set",0.00100437210513618
"3909",3,"set",0.00248068718737343
"3910",4,"set",0.00122999343204641
"3911",5,"set",0.000454815915284611
"3912",6,"set",0.00084973731618275
"3913",1,"seven",0.00108816265430035
"3914",2,"seven",0.000261592813047542
"3915",3,"seven",0.000511269437779415
"3916",4,"seven",0.000446094474103376
"3917",5,"seven",0.000475984904377028
"3918",6,"seven",0.000437877110597055
"3919",1,"several",0.00353049739952799
"3920",2,"several",0.00176636840041456
"3921",3,"several",0.000771801551545129
"3922",4,"several",0.000718517342434017
"3923",5,"several",0.00190222478115186
"3924",6,"several",0.00284133816007954
"3925",1,"share",5.43793508957217e-10
"3926",2,"share",0.000994599559710909
"3927",3,"share",0.000529593126722245
"3928",4,"share",0.000167275752368642
"3929",5,"share",0.000289632010199093
"3930",6,"share",0.000910518178223685
"3931",1,"shared",5.06095174286574e-06
"3932",2,"shared",0.000453755839218455
"3933",3,"shared",0.000511189493977796
"3934",4,"shared",4.46337776773607e-05
"3935",5,"shared",2.48185829136784e-05
"3936",6,"shared",0.00248654078758997
"3937",1,"shoot",0.00165613091627062
"3938",2,"shoot",0.000331137104295567
"3939",3,"shoot",0.00171649838279859
"3940",4,"shoot",3.85043220209437e-11
"3941",5,"shoot",1.43775950832672e-07
"3942",6,"shoot",7.91708321419769e-05
"3943",1,"shooter",0.00164243856868499
"3944",2,"shooter",2.53572256243864e-12
"3945",3,"shooter",7.51421367633892e-05
"3946",4,"shooter",1.10576446087391e-07
"3947",5,"shooter",7.54226549575952e-07
"3948",6,"shooter",0.00244534768689787
"3949",1,"shooting",0.0174081864309963
"3950",2,"shooting",4.78869086053711e-08
"3951",3,"shooting",0.000596700231269484
"3952",4,"shooting",4.75587877090028e-06
"3953",5,"shooting",3.01943582309008e-08
"3954",6,"shooting",0.013307890650043
"3955",1,"short",0.000495525080400318
"3956",2,"short",0.00055765232227169
"3957",3,"short",0.000899087603260379
"3958",4,"short",0.000245188320753767
"3959",5,"short",0.000418381251557208
"3960",6,"short",2.60627945431046e-06
"3961",1,"shot",0.0174966236359619
"3962",2,"shot",1.75487039432442e-07
"3963",3,"shot",0.000707222318749224
"3964",4,"shot",8.67800608529604e-10
"3965",5,"shot",3.88430834292175e-05
"3966",6,"shot",6.38981826081054e-08
"3967",1,"show",0.00085565669665032
"3968",2,"show",9.29741843420155e-05
"3969",3,"show",0.00603014741468367
"3970",4,"show",2.46096939296471e-05
"3971",5,"show",0.000747192609214404
"3972",6,"show",0.00226255289725751
"3973",1,"showed",0.0020381311944377
"3974",2,"showed",0.000168444019303416
"3975",3,"showed",0.000786305190541822
"3976",4,"showed",3.13811737330572e-05
"3977",5,"showed",0.000593461197295912
"3978",6,"showed",0.00034765530410401
"3979",1,"shows",0.0018984685791824
"3980",2,"shows",0.00044517324527792
"3981",3,"shows",0.00131750099751066
"3982",4,"shows",0.000200917393194533
"3983",5,"shows",0.000639469887653993
"3984",6,"shows",5.9277637774195e-05
"3985",1,"side",0.00113904500139678
"3986",2,"side",0.000743392033036855
"3987",3,"side",0.00174200963804843
"3988",4,"side",8.69603167853381e-05
"3989",5,"side",0.000854098947167822
"3990",6,"side",5.94147279540592e-07
"3991",1,"sign",1.00931418830446e-07
"3992",2,"sign",0.000615952663430652
"3993",3,"sign",0.000790315641060027
"3994",4,"sign",0.000178184723128852
"3995",5,"sign",0.000933751115661849
"3996",6,"sign",0.000760864504141249
"3997",1,"signed",0
"3998",2,"signed",0.00298010806957866
"3999",3,"signed",0
"4000",4,"signed",0
"4001",5,"signed",0
"4002",6,"signed",0
"4003",1,"similar",0.000217506615574658
"4004",2,"similar",0.000717035014990724
"4005",3,"similar",0.000599708282646835
"4006",4,"similar",0.00136717490212726
"4007",5,"similar",0.00047339249284036
"4008",6,"similar",0.000617208771855823
"4009",1,"simply",2.24155169037271e-05
"4010",2,"simply",0.000927270366555646
"4011",3,"simply",0.000616741959517589
"4012",4,"simply",0.0015413311565515
"4013",5,"simply",0.000128158539805831
"4014",6,"simply",0.000378910802493304
"4015",1,"since",0.000609728302590502
"4016",2,"since",0.00472926339822083
"4017",3,"since",0.00244035447613468
"4018",4,"since",0.00298500945608889
"4019",5,"since",0.00211417912535173
"4020",6,"since",0.00401216112921314
"4021",1,"single",8.96095907664209e-05
"4022",2,"single",0.000328436706337545
"4023",3,"single",0.00116495690940268
"4024",4,"single",0.00036886769115833
"4025",5,"single",0.000333564580647563
"4026",6,"single",0.000454362162942588
"4027",1,"situation",0.00135350694803853
"4028",2,"situation",0.00104889071157219
"4029",3,"situation",0.000615161626115897
"4030",4,"situation",6.589655037764e-05
"4031",5,"situation",2.51115056397354e-05
"4032",6,"situation",0.00015782178420115
"4033",1,"six",0.00153245139374491
"4034",2,"six",0.000425151189248142
"4035",3,"six",0.0010018615869314
"4036",4,"six",0.000209667969077687
"4037",5,"six",0.00038723371129367
"4038",6,"six",0.00106852267848386
"4039",1,"small",0.000292458873713064
"4040",2,"small",0.00147795645362299
"4041",3,"small",0.00182041275095889
"4042",4,"small",0.000336723787962501
"4043",5,"small",0.000256771554077197
"4044",6,"small",0.000495612764653205
"4045",1,"social",9.42207896141273e-07
"4046",2,"social",0.000233416946866173
"4047",3,"social",0.000753144726616314
"4048",4,"social",0.000211779486715834
"4049",5,"social",0.000567063781718184
"4050",6,"social",0.00917911608093274
"4051",1,"someone",0.00135293567471841
"4052",2,"someone",4.38898665613028e-06
"4053",3,"someone",0.00278477683217084
"4054",4,"someone",0.000983216653486275
"4055",5,"someone",0.000167158730531294
"4056",6,"someone",0.000956233977005785
"4057",1,"something",0.000183332347069276
"4058",2,"something",0.000277909603147566
"4059",3,"something",0.00536070523710877
"4060",4,"something",0.000580082785765556
"4061",5,"something",9.52308559747554e-05
"4062",6,"something",0.000182901306986169
"4063",1,"sometimes",3.17433625379865e-09
"4064",2,"sometimes",0.00044610208110759
"4065",3,"sometimes",0.00175616698181152
"4066",4,"sometimes",0.000146453675488753
"4067",5,"sometimes",3.40660013324219e-06
"4068",6,"sometimes",2.58146947412838e-05
"4069",1,"son",0.00295220842588547
"4070",2,"son",3.17627381684548e-05
"4071",3,"son",0.00125659383693363
"4072",4,"son",5.62149927228907e-11
"4073",5,"son",0.000377364834840212
"4074",6,"son",1.08553131500773e-05
"4075",1,"soon",0.000127614858063381
"4076",2,"soon",0.000783887178504309
"4077",3,"soon",0.00118191209277149
"4078",4,"soon",0.000379166253538052
"4079",5,"soon",0.000230034141884141
"4080",6,"soon",0.000451860544391526
"4081",1,"south",0.00213650216288874
"4082",2,"south",0.00469237714687326
"4083",3,"south",3.04327508887861e-05
"4084",4,"south",1.32809389151921e-07
"4085",5,"south",0.00113968050545608
"4086",6,"south",0.000187283717594972
"4087",1,"speak",0.00023899816667505
"4088",2,"speak",0.000438009463937591
"4089",3,"speak",0.0008370415382547
"4090",4,"speak",5.53035451252608e-05
"4091",5,"speak",0.00029347188832229
"4092",6,"speak",0.000756909608665207
"4093",1,"speaking",9.18742107694767e-05
"4094",2,"speaking",0.000380921988749577
"4095",3,"speaking",0.000738426621746358
"4096",4,"speaking",3.28805429502826e-05
"4097",5,"speaking",0.000475374242033025
"4098",6,"speaking",0.000654093126497859
"4099",1,"special",9.49156829193687e-06
"4100",2,"special",0.000783453934403346
"4101",3,"special",0.000780875476076667
"4102",4,"special",0.000373417213775021
"4103",5,"special",0.00338230790543708
"4104",6,"special",0.00108635837585769
"4105",1,"speech",2.70050006354386e-18
"4106",2,"speech",0.00100494186816904
"4107",3,"speech",8.51752600100927e-05
"4108",4,"speech",0.00221215287916704
"4109",5,"speech",0.000427437097563037
"4110",6,"speech",0.00200183443870629
"4111",1,"spent",0.000275805418418017
"4112",2,"spent",8.57842675913808e-05
"4113",3,"spent",0.00116756874900818
"4114",4,"spent",0.000178871348142232
"4115",5,"spent",0.00174250159816324
"4116",6,"spent",0.000269276307035425
"4117",1,"spoke",0.000173688640302183
"4118",2,"spoke",0.000561860916250577
"4119",3,"spoke",0.000737939215674141
"4120",4,"spoke",0.000695158316843037
"4121",5,"spoke",0.000209962693241632
"4122",6,"spoke",0.00119761568905622
"4123",1,"spokesman",0.00162008903362663
"4124",2,"spokesman",0.000693453926781132
"4125",3,"spokesman",1.57669928800439e-17
"4126",4,"spokesman",2.17943303087679e-05
"4127",5,"spokesman",0.000252448753118245
"4128",6,"spokesman",0.000633259059115146
"4129",1,"staff",1.35198731987879e-06
"4130",2,"staff",0.000393518222170957
"4131",3,"staff",1.90779546754165e-05
"4132",4,"staff",4.90752233703608e-06
"4133",5,"staff",0.000704459266649842
"4134",6,"staff",0.00528371065099527
"4135",1,"stand",0.000323164636585143
"4136",2,"stand",0.000190942005599975
"4137",3,"stand",0.000803006102620308
"4138",4,"stand",0.0031050387039796
"4139",5,"stand",0.000710375406168127
"4140",6,"stand",1.41472453396843e-07
"4141",1,"star",0.00114828092663048
"4142",2,"star",4.82831870041819e-08
"4143",3,"star",0.00192685305231295
"4144",4,"star",2.50231789613970e-12
"4145",5,"star",0.00018421425554978
"4146",6,"star",8.91631247166072e-07
"4147",1,"start",0.000165565259407901
"4148",2,"start",0.000733737668002167
"4149",3,"start",0.00170848059344101
"4150",4,"start",0.000482476472378189
"4151",5,"start",0.000275977776854431
"4152",6,"start",2.64133784068574e-05
"4153",1,"started",0.00104942076238211
"4154",2,"started",0.00017355457925078
"4155",3,"started",0.00222517330335853
"4156",4,"started",8.45047549553333e-07
"4157",5,"started",7.54069466151638e-05
"4158",6,"started",0.000998627869641188
"4159",1,"state",0.00339975683025024
"4160",2,"state",0.00227512233334385
"4161",3,"state",0.000768638726151114
"4162",4,"state",0.0138438392006241
"4163",5,"state",0.0139934030625871
"4164",6,"state",0.000246271327946341
"4165",1,"statement",0.00489701486506139
"4166",2,"statement",0.00114824494105746
"4167",3,"statement",5.5308972037157e-06
"4168",4,"statement",0.00138211163408574
"4169",5,"statement",0.000974352508186868
"4170",6,"statement",0.00426375519622884
"4171",1,"states",9.06540915917783e-07
"4172",2,"states",0.0137204649584698
"4173",3,"states",1.07626720839125e-07
"4174",4,"states",0.00905651700383826
"4175",5,"states",0.000458849982389734
"4176",6,"states",1.18834492173483e-05
"4177",1,"stay",0.000355920706736424
"4178",2,"stay",0.000655129573503994
"4179",3,"stay",0.000862164299849919
"4180",4,"stay",0.000169286662187465
"4181",5,"stay",0.000184939085430196
"4182",6,"stay",0.000198112580248083
"4183",1,"still",0.001725383502244
"4184",2,"still",0.0029079376115593
"4185",3,"still",0.00541017294766226
"4186",4,"still",0.000387640463800319
"4187",5,"still",0.00167328710711228
"4188",6,"still",0.00100537969655563
"4189",1,"stop",0.00260855239314095
"4190",2,"stop",0.000992355986674946
"4191",3,"stop",0.00118100748530791
"4192",4,"stop",0.00168764985008088
"4193",5,"stop",0.000285475673235
"4194",6,"stop",0.00111174590032419
"4195",1,"stopped",0.00124687847212613
"4196",2,"stopped",0.000356131682685341
"4197",3,"stopped",0.000585697497099363
"4198",4,"stopped",3.2392483273707e-05
"4199",5,"stopped",1.5464078251904e-09
"4200",6,"stopped",0.000246392012649919
"4201",1,"stories",4.5686156459227e-14
"4202",2,"stories",1.01604427598217e-05
"4203",3,"stories",0.00166064119091426
"4204",4,"stories",2.80456249595602e-10
"4205",5,"stories",2.31803820673636e-07
"4206",6,"stories",0.000886268874444511
"4207",1,"story",0.00100571372164907
"4208",2,"story",0.0001283128726578
"4209",3,"story",0.00403881755909275
"4210",4,"story",6.25971199403741e-06
"4211",5,"story",0.000683333692803862
"4212",6,"story",0.00349850902048268
"4213",1,"street",0.00188914378710639
"4214",2,"street",0.000973939201020521
"4215",3,"street",0.00085908605837449
"4216",4,"street",1.07559195676156e-08
"4217",5,"street",0.00021630326296539
"4218",6,"street",0.000887812196028088
"4219",1,"strong",6.80750533353357e-05
"4220",2,"strong",0.000636590529217234
"4221",3,"strong",0.000838396846667476
"4222",4,"strong",0.000368706602505578
"4223",5,"strong",0.00152527470673165
"4224",6,"strong",0.00010926306590377
"4225",1,"students",0
"4226",2,"students",0
"4227",3,"students",0
"4228",4,"students",0
"4229",5,"students",0
"4230",6,"students",0.00935553375884939
"4231",1,"summer",6.28605000311979e-09
"4232",2,"summer",0.000199028589946197
"4233",3,"summer",0.00161959131461187
"4234",4,"summer",1.17711209612243e-10
"4235",5,"summer",0.000171247505509726
"4236",6,"summer",0.000795556126433334
"4237",1,"sunday",0.00432688578615416
"4238",2,"sunday",0.000554321477859953
"4239",3,"sunday",0.000392322398581822
"4240",4,"sunday",1.99178225336651e-06
"4241",5,"sunday",0.000816956228949195
"4242",6,"sunday",0.000657359695634985
"4243",1,"support",0.000195695752422317
"4244",2,"support",0.00128044475939255
"4245",3,"support",0.000297692529373365
"4246",4,"support",0.00398969518287448
"4247",5,"support",0.00553898806867454
"4248",6,"support",0.00208291027768861
"4249",1,"supporters",1.95721461716598e-10
"4250",2,"supporters",0.000342071486194243
"4251",3,"supporters",8.82069416050259e-08
"4252",4,"supporters",0.000785874324609656
"4253",5,"supporters",0.00209790101138865
"4254",6,"supporters",0.000415064265052448
"4255",1,"supreme",1.21063925451611e-29
"4256",2,"supreme",2.61174931537224e-10
"4257",3,"supreme",5.483346972574e-16
"4258",4,"supreme",0.015338847548703
"4259",5,"supreme",6.99682928832571e-05
"4260",6,"supreme",3.64481598550275e-18
"4261",1,"sure",7.62278263905423e-05
"4262",2,"sure",0.000541344733136239
"4263",3,"sure",0.00196737462016874
"4264",4,"sure",3.59708883140829e-05
"4265",5,"sure",0.000354050555061067
"4266",6,"sure",0.000583844054506481
"4267",1,"suspect",0.00782072434806101
"4268",2,"suspect",2.0600610331505e-13
"4269",3,"suspect",2.24372030350324e-13
"4270",4,"suspect",1.03787886887324e-06
"4271",5,"suspect",8.72658251403429e-15
"4272",6,"suspect",2.35594069562996e-09
"4273",1,"system",2.91647295450009e-06
"4274",2,"system",0.00206525154536807
"4275",3,"system",0.000559835829198094
"4276",4,"system",0.00410891726248913
"4277",5,"system",0.000435679131367573
"4278",6,"system",0.00100045711494746
"4279",1,"take",0.000367394751596228
"4280",2,"take",0.00195959989859456
"4281",3,"take",0.00438827902394712
"4282",4,"take",0.00333466095224584
"4283",5,"take",0.00257296072274673
"4284",6,"take",0.00181066728450511
"4285",1,"taken",0.00358028402066443
"4286",2,"taken",0.00164777273386117
"4287",3,"taken",0.000834912599481146
"4288",4,"taken",0.000377178953895433
"4289",5,"taken",0.000387164892672009
"4290",6,"taken",0.000590812092200569
"4291",1,"takes",5.38837276499523e-05
"4292",2,"takes",1.93577977227336e-06
"4293",3,"takes",0.00119655133076485
"4294",4,"takes",0.000406051424190139
"4295",5,"takes",0.000518036652802794
"4296",6,"takes",2.77153412728617e-07
"4297",1,"taking",0.000581954359325567
"4298",2,"taking",0.000984398723161288
"4299",3,"taking",0.0016703155529095
"4300",4,"taking",0.000659092679670057
"4301",5,"taking",0.000986636546385442
"4302",6,"taking",0.000751967974489682
"4303",1,"talk",2.42475584594233e-07
"4304",2,"talk",0.000482560661445804
"4305",3,"talk",0.00247481444536097
"4306",4,"talk",4.32685707827066e-09
"4307",5,"talk",0.000375336101045349
"4308",6,"talk",0.000205664658628481
"4309",1,"talking",6.79906233083896e-06
"4310",2,"talking",0.0003574018658036
"4311",3,"talking",0.0019769811714115
"4312",4,"talking",6.00164274647121e-06
"4313",5,"talking",0.000517003029401737
"4314",6,"talking",3.58069510796955e-05
"4315",1,"team",0.000625056580809903
"4316",2,"team",0.000652799676621045
"4317",3,"team",0.00279734103355542
"4318",4,"team",4.7315387124455e-07
"4319",5,"team",0.00145411230776229
"4320",6,"team",0.000274611417756667
"4321",1,"tell",0.000172675265518041
"4322",2,"tell",7.25824172698038e-05
"4323",3,"tell",0.00249721135906908
"4324",4,"tell",0.000144994628542421
"4325",5,"tell",0.000129059835829211
"4326",6,"tell",0.000721362673211993
"4327",1,"telling",0.000363684181527252
"4328",2,"telling",8.32833374152381e-05
"4329",3,"telling",0.000777292894386035
"4330",4,"telling",1.89316652245514e-05
"4331",5,"telling",0.000564770886536112
"4332",6,"telling",0.000950484351025666
"4333",1,"texas",0.00187140589972716
"4334",2,"texas",0.00050881775077672
"4335",3,"texas",0.000274786237813037
"4336",4,"texas",0.00270579013051382
"4337",5,"texas",0.000621656389006582
"4338",6,"texas",0.000378442902399355
"4339",1,"thing",4.22986269951846e-10
"4340",2,"thing",0.000398957094119485
"4341",3,"thing",0.00401034312158037
"4342",4,"thing",0.000246758340654634
"4343",5,"thing",0.000364153915905071
"4344",6,"thing",6.1867432431262e-06
"4345",1,"things",6.16149873373367e-10
"4346",2,"things",0.000403959295513213
"4347",3,"things",0.004980045328988
"4348",4,"things",0.00134837530706213
"4349",5,"things",0.000470349000344052
"4350",6,"things",0.000437475079668763
"4351",1,"think",3.33324780608066e-08
"4352",2,"think",0.00165951595404764
"4353",3,"think",0.00880609482962601
"4354",4,"think",0.000451820365702935
"4355",5,"think",0.00134305041670126
"4356",6,"think",0.000155958603157702
"4357",1,"third",0.000736308062559029
"4358",2,"third",0.000714309528729365
"4359",3,"third",0.000606699883711025
"4360",4,"third",0.000484893266006642
"4361",5,"third",0.000614760284703818
"4362",6,"third",5.31803820427038e-05
"4363",1,"though",0.000173578023050479
"4364",2,"though",0.00089772994531295
"4365",3,"though",0.00294254219028904
"4366",4,"though",0.00112781974430084
"4367",5,"though",0.00205741460344859
"4368",6,"though",0.000364053304692835
"4369",1,"thought",0.000339946471965694
"4370",2,"thought",7.27533779644552e-05
"4371",3,"thought",0.00326565554249454
"4372",4,"thought",0.00012183905386983
"4373",5,"thought",3.23797497264252e-05
"4374",6,"thought",0.00039653802552556
"4375",1,"thousands",1.34214718477961e-06
"4376",2,"thousands",0.00233904509923793
"4377",3,"thousands",0.000217366940340566
"4378",4,"thousands",0.000177778626977699
"4379",5,"thousands",9.68439148504429e-07
"4380",6,"thousands",0.00141907198793926
"4381",1,"threat",0.000810770442404978
"4382",2,"threat",0.00224000708353373
"4383",3,"threat",2.57795798503123e-06
